Date,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,Country,PostCode
2021-06-20,19.37,16.87,18.12,19.6,8.52,23.85,15.33,FR,25300
2021-06-21,18.61,14.34,16.48,18.98,10.04,23.04,13.0,FR,25300
2021-06-22,16.05,13.11,14.58,16.66,6.79,20.39,13.6,FR,25300
2021-06-23,16.34,13.72,15.03,16.57,6.91,20.01,13.09,FR,25300
2021-06-24,14.44,12.76,13.6,14.73,5.78,17.39,11.61,FR,25300
2021-06-25,14.4,11.0,12.7,15.32,8.09,18.71,10.62,FR,25300
2021-06-26,16.91,12.65,14.79,17.26,12.23,22.15,9.9,FR,25300
2021-06-27,19.03,15.11,17.07,18.65,7.24,22.23,14.98,FR,25300
2021-06-28,17.55,15.31,16.44,17.73,5.48,20.49,15.01,FR,25300
2021-06-29,14.41,12.07,13.24,14.87,7.88,18.36,10.48,FR,25300
2021-06-30,12.8,11.08,11.94,13.42,6.2,16.07,9.87,FR,25300
2021-07-01,14.68,11.6,13.14,15.37,8.11,18.98,10.87,FR,25300
2021-07-02,16.65,11.14,13.9,16.7,10.48,21.55,11.06,FR,25300
2021-07-03,17.51,13.65,15.58,17.51,8.74,22.12,13.38,FR,25300
2021-07-04,15.63,13.98,14.8,15.71,4.23,17.83,13.6,FR,25300
2021-07-05,17.61,14.74,16.17,17.52,9.51,22.16,12.65,FR,25300
2021-07-06,14.79,12.82,13.8,14.69,5.25,17.74,12.49,FR,25300
2021-07-07,16.46,12.93,14.69,17.01,8.59,20.76,12.17,FR,25300
2021-07-08,14.28,12.71,13.49,14.46,4.49,16.37,11.87,FR,25300
2021-07-09,15.33,11.93,13.63,16.1,8.52,19.58,11.06,FR,25300
2021-07-10,17.05,13.58,15.31,17.57,12.03,22.9,10.87,FR,25300
2021-07-11,16.57,13.08,14.83,17.61,9.7,21.29,11.59,FR,25300
2021-07-12,17.48,14.46,15.97,17.32,7.71,21.15,13.44,FR,25300
2021-07-13,13.0,11.09,12.05,13.48,5.4,16.33,10.94,FR,25300
2021-07-14,13.06,12.02,12.54,13.22,3.43,14.44,11.01,FR,25300
2021-07-15,14.56,13.76,14.16,14.73,4.4,16.98,12.59,FR,25300
2021-07-16,16.17,14.44,15.31,16.52,5.91,19.02,13.12,FR,25300
2021-07-17,17.77,15.83,16.8,18.19,8.3,21.72,13.43,FR,25300
2021-07-18,18.7,15.62,17.16,18.79,7.77,22.73,14.95,FR,25300
2021-07-19,19.1,15.92,17.51,19.04,10.3,24.19,13.89,FR,25300
2021-07-20,18.15,14.61,16.38,18.35,11.35,23.77,12.42,FR,25300
