Date,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,Country,PostCode
2021-07-16,24.04,18.98,21.51,24.87,10.02,28.9,18.87,DE,10117
2021-07-17,23.71,18.92,21.31,24.13,9.68,28.12,18.45,DE,10117
2021-07-18,22.05,15.99,19.01,22.98,10.86,27.12,16.26,DE,10117
2021-07-19,18.01,11.27,14.65,19.17,7.8,21.68,13.87,DE,10117
2021-07-20,17.76,11.95,14.86,18.62,7.11,20.89,13.78,DE,10117
2021-06-08,19.12,12.72,15.92,19.68,12.96,25.05,12.09,DE,16225
2021-06-09,19.35,11.74,15.55,19.84,13.04,24.83,11.79,DE,16225
2021-06-10,20.33,13.49,16.91,20.87,9.88,25.69,15.81,DE,16225
2021-06-11,21.08,13.51,17.3,21.4,10.42,26.01,15.58,DE,16225
2021-06-12,17.48,13.84,15.66,17.51,8.74,20.73,11.98,DE,16225
2021-06-13,14.69,8.54,11.62,15.32,9.04,18.94,9.9,DE,16225
2021-06-14,18.86,11.71,15.29,19.83,16.25,25.73,9.47,DE,16225
2021-06-15,18.37,12.77,15.57,18.84,10.15,22.22,12.08,DE,16225
2021-06-16,18.83,9.27,14.05,19.9,15.9,25.87,9.98,DE,16225
2021-06-17,24.58,16.08,20.33,24.8,15.3,31.74,16.44,DE,16225
2021-06-18,26.25,15.79,21.02,26.33,13.85,32.62,18.77,DE,16225
2021-06-19,26.96,18.35,22.65,27.36,14.27,34.15,19.87,DE,16225
2021-06-20,26.76,18.28,22.52,26.81,11.12,33.05,21.94,DE,16225
2021-06-21,24.77,18.65,21.71,25.11,9.68,29.69,20.02,DE,16225
2021-06-22,19.14,14.14,16.64,20.17,8.5,23.27,14.76,DE,16225
2021-06-23,17.63,10.94,14.29,18.7,10.6,22.61,12.01,DE,16225
2021-06-24,18.2,13.2,15.7,19.17,9.3,23.29,13.99,DE,16225
2021-06-25,19.16,13.51,16.33,20.01,9.5,23.36,13.86,DE,16225
2021-06-26,20.12,11.33,15.73,21.37,11.25,25.29,14.04,DE,16225
2021-06-27,20.73,11.95,16.34,22.05,12.72,26.38,13.66,DE,16225
2021-06-28,24.13,12.76,18.45,25.5,14.95,30.34,15.39,DE,16225
2021-06-29,22.93,14.37,18.65,23.24,13.43,31.08,17.65,DE,16225
2021-06-30,19.04,17.89,18.47,18.95,5.39,21.45,16.06,DE,16225
2021-07-01,17.12,15.83,16.48,17.06,4.74,19.69,14.94,DE,16225
2021-07-02,19.0,14.98,16.99,19.5,9.38,23.37,14.0,DE,16225
2021-07-03,19.07,13.78,16.43,19.91,9.95,23.65,13.7,DE,16225
2021-07-04,20.54,14.65,17.59,21.54,10.95,25.4,14.44,DE,16225
2021-07-05,20.15,15.73,17.94,20.14,7.02,23.42,16.4,DE,16225
2021-07-06,22.62,16.8,19.72,22.65,14.3,29.23,14.94,DE,16225
2021-07-07,19.48,15.61,17.55,20.37,7.12,23.21,16.09,DE,16225
2021-07-08,18.83,15.04,16.93,19.26,8.21,22.75,14.54,DE,16225
2021-07-09,19.59,17.47,18.53,19.97,7.12,23.7,16.58,DE,16225
2021-07-10,19.71,15.18,17.44,19.9,7.75,23.51,15.76,DE,16225
2021-07-11,21.7,15.12,18.4,21.93,10.83,26.64,15.81,DE,16225
2021-07-12,21.69,17.62,19.65,22.09,8.45,25.9,17.45,DE,16225
2021-07-13,23.28,17.37,20.32,23.71,12.49,28.88,16.39,DE,16225
2021-07-14,23.15,18.06,20.61,23.51,8.12,27.25,19.12,DE,16225
2021-07-15,23.46,17.49,20.48,24.36,11.43,28.26,16.83,DE,16225
2021-07-16,24.11,19.05,21.58,24.84,9.65,28.83,19.19,DE,16225
2021-07-17,23.51,18.76,21.14,24.06,9.84,27.97,18.14,DE,16225
2021-07-18,21.61,15.86,18.73,22.44,9.97,26.48,16.51,DE,16225
2021-07-19,17.71,11.43,14.57,18.64,7.23,20.88,13.65,DE,16225
2021-07-20,18.03,12.3,15.17,18.85,7.16,20.99,13.83,DE,16225
2021-06-08,20.37,13.01,16.69,21.26,12.27,26.29,14.02,DE,13187
2021-06-09,20.92,11.23,16.08,22.12,14.07,26.85,12.77,DE,13187
2021-06-10,21.86,13.63,17.74,22.51,9.34,26.88,17.54,DE,13187
2021-06-11,22.28,13.74,18.01,23.15,11.14,27.39,16.25,DE,13187
2021-06-12,18.8,13.45,16.12,19.01,7.95,21.76,13.81,DE,13187
2021-06-13,15.73,8.17,11.95,16.65,10.79,20.87,10.08,DE,13187
2021-06-14,19.84,10.76,15.3,21.29,16.18,27.02,10.83,DE,13187
2021-06-15,20.24,13.05,16.65,21.05,9.91,24.58,14.67,DE,13187
2021-06-16,21.4,10.76,16.08,22.98,16.69,28.83,12.15,DE,13187
2021-06-17,26.44,15.32,20.87,27.23,15.56,33.68,18.11,DE,13187
2021-06-18,27.53,14.61,21.07,28.26,14.87,34.52,19.66,DE,13187
2021-06-19,27.41,18.35,22.88,28.15,14.36,34.62,20.26,DE,13187
2021-06-20,27.64,18.05,22.84,28.3,10.05,32.6,22.55,DE,13187
2021-06-21,25.15,17.71,21.44,26.05,9.66,30.13,20.48,DE,13187
2021-06-22,19.85,13.44,16.65,21.34,7.98,24.33,16.34,DE,13187
2021-06-23,18.76,11.27,15.01,20.21,10.03,23.8,13.77,DE,13187
2021-06-24,18.87,12.55,15.71,20.07,9.36,24.04,14.67,DE,13187
2021-06-25,19.62,13.37,16.5,20.58,9.61,23.87,14.26,DE,13187
2021-06-26,21.43,11.01,16.22,23.23,12.09,26.73,14.63,DE,13187
2021-06-27,22.5,11.57,17.03,24.4,13.17,28.23,15.05,DE,13187
2021-06-28,25.73,12.65,19.19,27.15,14.73,32.34,17.61,DE,13187
2021-06-29,23.28,15.26,19.27,23.75,10.63,29.36,18.73,DE,13187
2021-06-30,18.58,16.59,17.59,18.59,4.57,20.33,15.76,DE,13187
2021-07-01,16.82,15.33,16.07,16.8,4.99,19.74,14.75,DE,13187
2021-07-02,19.48,14.3,16.89,20.37,9.95,24.31,14.37,DE,13187
2021-07-03,19.79,13.24,16.51,20.9,11.64,25.25,13.61,DE,13187
2021-07-04,22.08,13.42,17.75,23.35,12.39,27.39,14.99,DE,13187
2021-07-05,20.51,15.08,17.8,20.87,6.95,23.96,17.01,DE,13187
2021-07-06,23.17,16.63,19.9,23.84,15.09,30.51,15.42,DE,13187
2021-07-07,20.13,14.98,17.55,21.3,8.19,24.6,16.41,DE,13187
2021-07-08,19.46,15.04,17.25,19.98,6.7,22.49,15.79,DE,13187
2021-07-09,19.3,17.17,18.23,19.7,7.88,23.66,15.78,DE,13187
2021-07-10,19.87,15.01,17.44,20.35,8.8,24.09,15.29,DE,13187
2021-07-11,22.49,15.29,18.89,22.75,10.83,27.7,16.87,DE,13187
2021-07-12,21.83,17.47,19.65,22.33,8.87,26.31,17.44,DE,13187
2021-07-13,24.15,16.95,20.55,24.66,12.88,30.12,17.24,DE,13187
2021-07-14,22.33,17.98,20.15,22.76,7.04,25.44,18.4,DE,13187
2021-07-15,22.86,17.04,19.95,23.95,11.99,27.98,15.99,DE,13187
2021-07-16,24.04,18.98,21.51,24.87,10.02,28.9,18.87,DE,13187
2021-07-17,23.71,18.92,21.31,24.13,9.68,28.12,18.45,DE,13187
2021-07-18,22.05,15.99,19.01,22.98,10.86,27.12,16.26,DE,13187
2021-07-19,18.01,11.27,14.65,19.17,7.8,21.68,13.87,DE,13187
2021-07-20,17.76,11.95,14.86,18.62,7.11,20.89,13.78,DE,13187
